back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
2.0,33.0,147.0,56.0,8.0,69.0,82.0,1.0
0.0,36.0,180.0,30.0,14.0,87.0,75.0,6.0
0.0,39.0,135.0,42.0,24.0,76.0,88.0,0.0
0.0,53.0,152.0,82.0,16.0,95.0,110.0,0.0
2.0,67.0,190.0,40.0,8.0,76.0,78.0,2.0
0.0,60.0,138.0,44.0,8.0,86.0,81.0,0.0
0.0,71.0,167.0,50.0,16.0,90.0,80.0,0.0
0.0,68.0,160.0,22.0,20.0,92.0,18.0,0.0
0.0,53.0,166.0,28.0,18.0,96.0,83.0,0.0
0.0,50.0,141.0,20.0,12.0,87.0,62.0,0.0
0.0,51.0,206.0,36.0,12.0,89.0,37.0,5.0
0.0,58.0,170.0,30.0,6.0,84.0,77.0,0.0
0.0,80.0,218.0,52.0,2.0,113.0,71.0,1.0
6.0,38.0,146.0,44.0,18.0,110.0,75.0,19.0
4.0,57.0,179.0,58.0,26.0,106.0,77.0,3.0
0.0,20.0,149.0,26.0,18.0,61.0,67.0,19.0
0.0,48.0,180.0,24.0,8.0,64.0,35.0,0.0
0.0,32.0,160.0,32.0,10.0,61.0,70.0,0.0
2.0,40.0,163.0,35.0,8.0,78.0,62.0,7.0
0.0,23.0,149.0,24.0,0.0,43.0,56.0,0.0
0.0,61.0,229.0,46.0,24.0,101.0,78.0,6.0
2.0,7.0,46.0,14.0,16.0,0.0,29.0,19.0
6.0,34.0,65.0,32.0,28.0,0.0,70.0,27.0
0.0,45.0,139.0,32.0,8.0,0.0,69.0,11.0
2.0,30.0,146.0,28.0,10.0,0.0,77.0,1.0
2.0,44.0,146.0,50.0,12.0,0.0,94.0,1.0
4.0,48.0,196.0,47.0,20.0,0.0,57.0,31.0
0.0,56.0,159.0,42.0,4.0,0.0,64.0,1.0
2.0,72.0,168.0,52.0,12.0,0.0,57.0,12.0
0.0,38.0,146.0,34.0,4.0,0.0,101.0,0.0
2.0,96.0,264.0,30.0,22.0,0.0,48.0,7.0
0.0,78.0,189.0,28.0,12.0,0.0,62.0,6.0
0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
0.0,55.0,120.0,2.0,6.0,0.0,3.0,1.0
2.0,109.0,168.0,52.0,14.0,0.0,85.0,1.0
0.0,77.0,191.0,32.0,14.0,89.0,58.0,1.0
0.0,48.0,148.0,32.0,12.0,72.0,103.0,1.0
0.0,56.0,165.0,48.0,8.0,81.0,87.0,1.0
0.0,86.0,148.0,40.0,6.0,100.0,89.0,0.0
2.0,79.0,195.0,20.0,6.0,103.0,63.0,3.0
0.0,80.0,180.0,32.0,12.0,86.0,70.0,0.0
2.0,62.0,202.0,20.0,18.0,84.0,39.0,1.0
2.0,64.0,208.0,24.0,24.0,91.0,44.0,13.0
0.0,54.0,166.0,27.0,13.0,67.0,57.0,0.0
2.0,42.0,203.0,34.0,20.0,93.0,94.0,6.0
2.0,61.0,174.0,32.0,12.0,78.0,104.0,4.0
6.0,12.0,28.0,22.0,7.0,17.0,23.0,24.0
0.0,81.7701,18.1379,0.0,41.6322,113.5057,122.1149,0.0
8.0,25.0,53.0,32.0,10.0,63.0,78.0,40.0
75.0,59.0,95.0,92.0,34.0,117.0,143.0,106.0
73.0,55.0,94.0,82.0,41.0,113.0,109.0,118.0
30.0,28.0,38.0,46.0,32.0,68.0,44.0,28.0
0.0,2.0,2.0,30.0,10.0,30.0,24.0,4.0
0.0,2.0,3.0,38.0,4.0,29.0,40.0,2.0
0.0,2.0,3.0,30.0,6.0,18.0,27.0,2.0
0.0,2.0,3.0,24.0,10.0,23.0,27.0,4.0
0.0,3.0,3.0,26.0,12.0,15.0,19.0,1.0
0.0,2.0,3.0,28.0,8.0,16.0,22.0,4.0
0.0,3.0,3.0,20.0,10.0,14.0,11.0,3.0
34.0,29.0,40.0,64.0,20.0,88.0,149.0,87.0
87.0,45.0,87.0,88.0,18.0,120.0,110.0,160.0
57.0,53.0,96.0,86.0,50.0,112.0,87.0,123.0
43.0,61.0,117.0,72.0,22.0,109.0,99.0,101.0
66.0,48.0,68.0,94.0,26.0,99.0,111.0,98.0
38.0,51.0,74.0,92.0,8.0,101.0,103.0,116.0
76.0,44.0,75.0,108.0,42.0,138.0,124.0,128.0
45.0,48.0,74.0,173.0,50.0,180.0,134.0,97.0
64.0,61.0,76.0,132.0,28.0,134.0,116.0,128.0
58.0,53.0,91.0,124.0,32.0,132.0,114.0,148.0
99.0,64.0,100.0,78.0,26.0,126.0,121.0,147.0
26.0,54.0,96.0,90.0,26.0,139.0,130.0,108.0
26.0,49.0,120.0,78.0,45.0,123.0,143.0,109.0
53.0,51.0,86.0,110.0,32.0,95.0,88.0,110.0
37.0,36.0,63.0,64.0,36.0,91.0,94.0,113.0
60.0,55.0,127.0,62.0,22.0,132.0,131.0,147.0
24.0,53.0,114.0,82.0,64.0,158.0,125.0,199.0
41.0,41.0,75.0,68.0,6.0,100.0,98.0,123.0
30.0,60.0,110.0,82.0,32.0,131.0,143.0,109.0
17.0,47.0,75.0,76.0,34.0,126.0,122.0,110.0
59.0,52.0,69.0,116.0,36.0,117.0,131.0,121.0
51.0,53.0,80.0,102.0,32.0,153.0,114.0,129.0
59.0,39.0,90.0,106.0,8.0,98.0,93.0,103.0
51.0,44.0,84.0,117.0,30.0,112.0,133.0,108.0
52.0,60.0,87.0,103.0,12.0,100.0,126.0,128.0
50.0,44.0,87.0,60.0,27.0,117.0,103.0,131.0
28.0,59.0,97.0,94.0,33.0,102.0,105.0,93.0
66.0,55.0,77.0,112.0,40.0,117.0,82.0,106.0
37.0,51.0,79.0,62.0,16.0,69.0,66.0,102.0
63.0,43.0,60.0,74.0,31.0,90.0,106.0,124.0
22.0,45.0,109.0,60.0,10.0,59.0,83.0,87.0
39.0,53.0,99.0,56.0,12.0,104.0,83.0,127.0
82.0,57.0,161.0,79.0,26.0,125.0,101.0,118.0
144.0,54.0,100.0,122.0,16.0,133.0,85.0,154.0
40.0,37.0,48.0,67.0,26.0,78.0,59.0,56.0
0.0,3.0,4.0,44.0,6.0,45.0,40.0,10.0
4.0,6.0,7.0,12.0,20.0,35.0,14.0,7.0
4.0,2.0,7.0,34.0,10.0,22.0,19.0,3.0
8.0,5.0,6.0,38.0,8.0,32.0,33.0,11.0
4.0,3.0,5.0,34.0,12.0,27.0,24.0,4.0
0.0,2.0,4.0,21.0,8.0,22.0,24.0,2.0
17.0,3.0,5.0,36.0,14.0,54.0,51.0,21.0
22.0,24.0,61.0,68.0,30.0,67.0,68.0,116.0
57.0,44.0,87.0,68.0,16.0,71.0,83.0,127.0
24.0,57.0,122.0,96.0,43.0,101.0,103.0,86.0
40.0,49.0,115.0,72.0,23.0,102.0,113.0,101.0
43.0,50.0,88.0,90.0,43.0,106.0,123.0,109.0
32.0,51.0,89.0,99.0,36.0,73.0,100.0,78.0
18.0,40.0,61.0,120.0,37.0,111.0,155.0,81.0
8.0,39.0,52.0,68.0,12.0,57.0,69.0,88.0
61.0,37.0,83.0,105.0,55.0,127.0,142.0,110.0
30.0,53.0,96.0,90.0,30.0,106.0,93.0,114.0
38.0,32.0,67.0,104.0,63.0,107.0,142.0,117.0
44.0,47.0,79.0,86.0,73.0,122.0,132.0,114.0
30.0,52.0,92.0,64.0,14.0,76.0,71.0,93.0
68.0,44.0,69.0,109.0,16.0,104.0,107.0,131.0
52.0,57.0,73.0,124.0,8.0,116.0,115.0,113.0
19.0,48.0,85.0,106.0,18.0,95.0,141.0,95.0
28.0,51.0,93.0,81.0,20.0,86.0,85.0,95.0
12.0,32.0,73.0,82.0,14.0,90.0,107.0,93.0
55.0,47.0,80.0,72.0,22.0,85.0,102.0,84.0
27.0,44.0,85.0,62.0,24.0,108.0,92.0,117.0
0.0,2.0,8.0,0.0,2.0,4.0,1.0,3.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
14.0,25.0,53.0,42.0,24.0,74.0,60.0,69.0
42.0,63.0,94.0,88.0,38.0,135.0,120.0,133.0
65.0,30.0,49.0,73.0,18.0,85.0,78.0,106.0
30.0,63.0,109.0,111.0,31.0,109.0,97.0,98.0
63.0,50.0,67.0,74.0,32.0,84.0,99.0,107.0
53.0,48.0,79.0,141.0,35.0,125.0,122.0,95.0
34.0,48.0,80.0,90.0,18.0,138.0,123.0,134.0
37.0,49.0,96.0,111.0,40.0,143.0,153.0,119.0
19.0,34.0,86.0,113.0,44.0,114.0,91.0,131.0
46.0,47.0,110.0,78.0,30.0,114.0,106.0,107.0
39.0,54.0,91.0,74.0,40.0,92.0,89.0,109.0
29.0,43.0,61.0,100.0,22.0,90.0,95.0,97.0
16.0,39.0,74.0,77.0,45.0,96.0,90.0,139.0
6.0,10.0,14.0,23.0,19.0,62.0,49.0,71.0
2.0,15.0,48.0,38.0,36.0,92.0,62.0,96.0
2.0,50.0,81.0,48.0,42.0,153.0,105.0,150.0
6.0,38.0,57.0,56.0,42.0,148.0,119.0,148.0
6.0,36.0,63.0,34.0,20.0,73.0,50.0,95.0
4.0,36.0,64.0,38.0,52.0,117.0,73.0,124.0
6.0,36.0,65.0,60.0,36.0,121.0,84.0,140.0
2.0,35.0,48.0,32.0,22.0,66.0,47.0,59.0
10.0,67.0,101.0,42.0,60.0,167.0,130.0,155.0
18.0,36.0,64.0,92.0,54.0,193.0,130.0,199.0
8.0,35.0,68.0,54.0,26.0,140.0,80.0,118.0
8.0,4.0,73.0,82.0,50.0,151.0,108.0,133.0
14.0,0.0,76.0,68.0,40.0,154.0,101.0,151.0
14.0,0.0,86.0,66.0,38.0,160.0,111.0,148.0
8.0,0.0,61.0,44.0,46.0,118.0,76.0,113.0
16.0,0.0,93.0,64.0,34.0,161.0,144.0,150.0
14.0,0.0,61.0,62.0,38.0,123.0,97.0,134.0
16.0,0.0,59.0,46.0,52.0,123.0,96.0,136.0
12.0,0.0,56.0,52.0,26.0,129.0,80.0,139.0
13.0,0.0,92.0,54.0,50.0,165.0,111.0,151.0
4.0,0.0,54.0,26.0,36.0,86.0,57.0,91.0
6.0,0.0,62.0,56.0,58.0,151.0,113.0,140.0
0.0,0.0,41.0,48.0,38.0,91.0,56.0,96.0
8.0,0.0,62.0,60.0,46.0,151.0,105.0,126.0
4.0,0.0,52.0,26.0,38.0,95.0,62.0,93.0
0.0,0.0,50.0,59.0,72.0,150.0,107.0,127.0
10.0,0.0,64.0,38.0,40.0,110.0,74.0,98.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
13.0,0.0,14.0,50.0,24.0,59.0,64.0,58.0
12.0,2.0,61.0,48.0,46.0,114.0,73.0,112.0
6.0,22.0,61.0,68.0,52.0,139.0,98.0,177.0
16.0,6.0,73.0,36.0,32.0,104.0,76.0,89.0
8.0,12.0,44.0,56.0,42.0,108.0,86.0,114.0
6.0,7.0,51.0,74.0,28.0,104.0,74.0,101.0
10.0,12.0,51.0,50.0,26.0,94.0,60.0,85.0
9.0,11.0,52.0,42.0,40.0,114.0,85.0,122.0
8.0,19.0,81.0,66.0,48.0,124.0,93.0,124.0
22.0,12.0,67.0,56.0,46.0,129.0,103.0,122.0
6.0,14.0,53.0,40.0,30.0,104.0,58.0,106.0
10.0,14.0,56.0,94.0,34.0,127.0,98.0,121.0
6.0,9.0,59.0,54.0,34.0,108.0,79.0,103.0
40.0,4.0,14.0,20.0,34.0,0.0,65.0,0.0
0.0,81.7701,18.1379,0.0,41.6322,113.5057,122.1149,0.0
78.0,0.0,7.0,30.0,22.0,0.0,100.0,0.0
69.0,7.0,35.0,110.0,80.0,0.0,201.0,0.0
130.0,8.0,36.0,56.0,80.0,0.0,134.0,0.0
61.0,5.0,34.0,66.0,32.0,0.0,177.0,0.0
3.0,0.0,1.0,124.0,35.0,0.0,255.0,0.0
172.0,0.0,3.0,120.0,83.0,0.0,239.0,0.0
112.0,0.0,12.0,106.0,77.0,0.0,188.0,0.0
59.0,0.0,4.0,36.0,65.0,0.0,81.0,0.0
72.0,0.0,2.0,84.0,139.0,0.0,160.0,0.0
94.0,0.0,42.0,82.0,64.0,0.0,137.0,0.0
124.0,0.0,27.0,116.0,196.0,0.0,234.0,0.0
138.0,0.0,0.0,134.0,126.0,0.0,252.0,0.0
91.0,0.0,0.0,134.0,85.0,0.0,177.0,0.0
61.0,0.0,0.0,38.0,91.0,0.0,134.0,0.0
88.0,0.0,0.0,54.0,58.0,0.0,95.0,0.0
4.0,2.0,0.0,62.0,50.0,0.0,92.0,0.0
117.0,2.0,1.0,66.0,70.0,0.0,158.0,0.0
314.0,0.0,17.0,98.0,109.0,0.0,215.0,0.0
76.0,0.0,8.0,18.0,72.0,0.0,57.0,0.0
152.0,2.0,7.0,116.0,101.0,0.0,189.0,0.0
42.0,1.0,18.0,34.0,35.0,0.0,91.0,0.0
54.0,0.0,4.0,90.0,73.0,0.0,173.0,0.0
107.0,0.0,0.0,142.0,112.0,0.0,238.0,0.0
106.0,0.0,0.0,66.0,122.0,0.0,138.0,0.0
160.0,0.0,0.0,102.0,112.0,0.0,174.0,0.0
133.0,0.0,0.0,64.0,111.0,0.0,94.0,0.0
116.0,0.0,0.0,68.0,71.0,0.0,140.0,0.0
85.0,0.0,0.0,76.0,67.0,0.0,151.0,0.0
83.0,0.0,0.0,144.0,83.0,0.0,158.0,0.0
107.0,0.0,0.0,72.0,80.0,0.0,118.0,0.0
82.0,0.0,10.0,42.0,47.0,0.0,79.0,0.0
106.0,6.0,25.0,96.0,63.0,0.0,155.0,0.0
79.0,6.0,37.0,40.0,91.0,0.0,86.0,0.0
137.0,17.0,49.0,101.0,114.0,0.0,163.0,0.0
95.0,7.0,31.0,68.0,83.0,0.0,140.0,0.0
130.0,24.0,57.0,92.0,111.0,0.0,209.0,0.0
92.0,22.0,55.0,154.0,153.0,0.0,152.0,0.0
124.0,3.0,41.0,106.0,77.0,0.0,163.0,0.0
83.0,11.0,20.0,66.0,42.0,0.0,86.0,0.0
62.0,9.0,0.0,58.0,94.0,0.0,100.0,0.0
114.0,10.0,0.0,98.0,57.0,0.0,179.0,0.0
95.0,11.0,0.0,80.0,62.0,0.0,185.0,0.0
60.0,11.0,44.0,46.0,114.0,0.0,169.0,0.0
99.0,13.0,23.0,93.0,87.0,0.0,162.0,0.0
126.0,14.0,37.0,104.0,82.0,0.0,155.0,0.0
110.0,13.0,34.0,70.0,112.0,0.0,139.0,0.0
136.0,7.0,36.0,60.0,98.0,0.0,147.0,0.0
116.0,13.0,56.0,80.0,85.0,0.0,154.0,0.0
91.0,6.0,33.0,54.0,62.0,0.0,104.0,0.0
163.0,7.0,37.0,74.0,75.0,0.0,201.0,0.0
155.0,16.0,24.0,106.0,106.0,0.0,192.0,0.0
55.0,4.0,20.0,68.0,46.0,0.0,120.0,0.0
131.0,13.0,41.0,70.0,105.0,0.0,186.0,0.0
76.0,19.0,49.0,46.0,69.0,0.0,132.0,0.0
94.0,7.0,44.0,60.0,85.0,0.0,183.0,0.0
99.0,12.0,42.0,122.0,83.0,0.0,176.0,0.0
37.0,8.0,30.0,30.0,63.0,0.0,67.0,0.0
118.0,11.0,48.0,88.0,75.0,0.0,147.0,0.0
169.0,12.0,43.0,118.0,129.0,0.0,200.0,0.0
84.0,9.0,33.0,113.0,46.0,0.0,142.0,0.0
128.0,14.0,54.0,68.0,83.0,0.0,183.0,0.0
77.0,4.0,31.0,68.0,51.0,0.0,116.0,0.0
143.0,14.0,44.0,86.0,74.0,0.0,188.0,0.0
75.0,11.0,55.0,48.0,129.0,0.0,136.0,0.0
97.0,9.0,48.0,104.0,67.0,0.0,125.0,0.0
0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
55.0,0.0,15.0,44.0,30.0,0.0,84.0,0.0
131.0,5.0,28.0,168.0,142.0,0.0,248.0,0.0
55.0,12.0,33.0,84.0,90.0,0.0,128.0,0.0
81.0,1.0,14.0,92.0,50.0,0.0,126.0,0.0
91.0,10.0,41.0,38.0,61.0,0.0,109.0,0.0
88.0,7.0,31.0,76.0,56.0,0.0,152.0,0.0
117.0,11.0,40.0,82.0,54.0,0.0,170.0,0.0
107.0,6.0,51.0,104.0,102.0,0.0,229.0,0.0
105.0,8.0,37.0,92.0,57.0,0.0,176.0,0.0
214.0,11.0,51.0,92.0,81.0,0.0,208.0,0.0
27.0,11.0,37.0,18.0,74.0,0.0,51.0,0.0
46.0,1.0,3.0,26.0,51.0,0.0,75.0,0.0
124.0,4.0,30.0,136.0,108.0,0.0,194.0,0.0
1.0,9.0,11.0,17.0,11.0,43.0,23.0,38.0
8.0,19.0,34.0,36.0,2.0,80.0,79.0,69.0
6.0,25.0,38.0,48.0,4.0,78.0,64.0,63.0
6.0,16.0,33.0,32.0,2.0,76.0,75.0,37.0
18.0,17.0,31.0,64.0,6.0,91.0,89.0,68.0
26.0,14.0,29.0,46.0,12.0,85.0,82.0,57.0
6.0,29.0,42.0,24.0,18.0,93.0,65.0,58.0
4.0,17.0,36.0,38.0,24.0,90.0,63.0,43.0
2.0,22.0,40.0,32.0,18.0,71.0,53.0,53.0
4.0,19.0,26.0,30.0,18.0,83.0,57.0,72.0
18.0,17.0,31.0,48.0,4.0,70.0,75.0,45.0
4.0,19.0,31.0,45.0,6.0,69.0,89.0,48.0
10.0,48.0,59.0,36.0,4.0,82.0,73.0,51.0
4.0,28.0,41.0,50.0,12.0,102.0,82.0,70.0
2.0,26.0,41.0,26.0,8.0,75.0,60.0,48.0
4.0,30.0,40.0,34.0,2.0,77.0,60.0,62.0
10.0,28.0,38.0,46.0,0.0,73.0,70.0,65.0
2.0,27.0,40.0,24.0,0.0,79.0,57.0,57.0
4.0,18.0,32.0,30.0,0.0,72.0,75.0,56.0
10.0,30.0,39.0,26.0,0.0,72.0,64.0,72.0
4.0,19.0,44.0,58.0,20.0,123.0,89.0,110.0
14.0,29.0,41.0,60.0,10.0,105.0,90.0,58.0
10.0,28.0,45.0,44.0,2.0,98.0,65.0,51.0
12.0,20.0,31.0,40.0,6.0,98.0,81.0,62.0
8.0,22.0,48.0,30.0,10.0,75.0,51.0,51.0
8.0,18.0,33.0,54.0,6.0,100.0,92.0,71.0
20.0,17.0,41.0,52.0,12.0,100.0,75.0,43.0
22.0,21.0,36.0,60.0,20.0,122.0,94.0,85.0
6.0,29.0,33.0,44.0,6.0,83.0,69.0,56.0
6.0,18.0,32.0,36.0,14.0,84.0,59.0,54.0
8.0,21.0,42.0,41.0,18.0,75.0,61.0,58.0
8.0,21.0,39.0,30.0,2.0,75.0,77.0,67.0
4.0,23.0,36.0,28.0,4.0,101.0,57.0,56.0
12.0,23.0,39.0,48.0,0.0,91.0,64.0,68.0
4.0,27.0,43.0,48.0,4.0,92.0,75.0,62.0
10.0,25.0,35.0,28.0,16.0,88.0,76.0,62.0
4.0,27.0,40.0,30.0,16.0,105.0,75.0,66.0
10.0,25.0,45.0,30.0,26.0,96.0,58.0,69.0
8.0,23.0,33.0,30.0,2.0,93.0,69.0,67.0
4.0,33.0,53.0,56.0,14.0,109.0,101.0,60.0
18.0,31.0,39.0,80.0,26.0,137.0,101.0,65.0
18.0,32.0,43.0,69.0,18.0,135.0,69.0,62.0
16.0,37.0,54.0,31.0,40.0,99.0,62.0,63.0
10.0,23.0,39.0,38.0,14.0,93.0,74.0,54.0
12.0,29.0,35.0,38.0,12.0,93.0,78.0,71.0
8.0,18.0,37.0,54.0,4.0,91.0,79.0,58.0
6.0,19.0,30.0,46.0,8.0,88.0,94.0,72.0
8.0,25.0,34.0,31.0,10.0,91.0,68.0,76.0
10.0,18.0,35.0,42.0,4.0,86.0,87.0,65.0
6.0,27.0,39.0,46.0,20.0,81.0,53.0,59.0
2.0,26.0,36.0,44.0,16.0,95.0,73.0,69.0
10.0,26.0,35.0,42.0,10.0,84.0,79.0,60.0
2.0,3.0,6.0,12.0,8.0,40.0,32.0,42.0
2.0,35.0,55.0,34.0,27.0,97.0,62.0,54.0
17.0,19.0,32.0,54.0,6.0,82.0,72.0,67.0
8.0,24.0,42.0,41.0,18.0,74.0,70.0,62.0
14.0,37.0,36.0,50.0,6.0,99.0,90.0,57.0
18.0,20.0,37.0,50.0,4.0,104.0,74.0,67.0
2.0,33.0,46.0,46.0,6.0,82.0,74.0,53.0
10.0,30.0,40.0,42.0,4.0,86.0,86.0,51.0
6.0,37.0,40.0,56.0,22.0,100.0,82.0,66.0
14.0,32.0,40.0,70.0,8.0,87.0,88.0,71.0
2.0,29.0,41.0,54.0,16.0,104.0,79.0,50.0
16.0,23.0,34.0,68.0,16.0,81.0,60.0,54.0
6.0,30.0,47.0,54.0,6.0,80.0,71.0,53.0
29.0,13.0,22.0,63.0,16.0,0.0,84.0,98.0
34.0,15.0,25.0,54.0,28.0,0.0,112.0,121.0
24.0,14.0,30.0,51.0,18.0,0.0,100.0,98.0
60.0,21.0,37.0,54.0,22.0,0.0,116.0,132.0
22.0,18.0,30.0,40.0,16.0,0.0,76.0,84.0
28.0,13.0,28.0,53.0,32.0,0.0,125.0,144.0
52.0,15.0,27.0,51.0,18.0,0.0,127.0,129.0
52.0,13.0,25.0,76.0,12.0,35.0,143.0,135.0
64.0,19.0,32.0,55.0,29.0,72.0,119.0,108.0
20.0,15.0,59.0,44.0,26.0,61.0,83.0,83.0
62.0,14.0,27.0,68.0,14.0,68.0,121.0,142.0
18.0,14.0,28.0,53.0,18.0,45.0,83.0,94.0
74.0,7.0,35.0,54.0,22.0,73.0,138.0,156.0
48.0,12.0,42.0,80.0,36.0,81.0,124.0,144.0
68.0,9.0,28.0,45.0,18.0,56.0,98.0,133.0
16.0,13.0,38.0,52.0,14.0,46.0,122.0,150.0
48.0,16.0,30.0,61.0,18.0,53.0,95.0,132.0
62.0,13.0,31.0,59.0,16.0,51.0,126.0,130.0
22.0,17.0,33.0,28.0,20.0,52.0,86.0,88.0
50.0,13.0,58.0,56.0,14.0,61.0,111.0,129.0
54.0,14.0,41.0,52.0,20.0,75.0,106.0,124.0
26.0,24.0,28.0,24.0,16.0,57.0,90.0,90.0
46.0,15.0,29.0,47.0,24.0,67.0,107.0,97.0
46.0,9.0,28.0,42.0,14.0,55.0,93.0,112.0
36.0,12.0,31.0,33.0,26.0,47.0,90.0,111.0
20.0,12.0,30.0,30.0,24.0,44.0,71.0,79.0
24.0,14.0,30.0,52.0,22.0,44.0,107.0,98.0
21.0,11.0,29.0,20.0,24.0,49.0,81.0,95.0
70.0,12.0,42.0,53.0,30.0,65.0,115.0,114.0
28.0,14.0,29.0,40.0,22.0,60.0,122.0,135.0
30.0,16.0,29.0,48.0,10.0,54.0,112.0,122.0
30.0,13.0,39.0,39.0,8.0,42.0,90.0,111.0
19.0,14.0,27.0,26.0,20.0,45.0,78.0,93.0
20.0,11.0,34.0,47.0,26.0,64.0,108.0,116.0
36.0,19.0,35.0,36.0,14.0,49.0,112.0,116.0
44.0,8.0,29.0,97.0,20.0,78.0,124.0,123.0
18.0,18.0,34.0,55.0,22.0,52.0,115.0,127.0
62.0,18.0,29.0,63.0,21.0,76.0,132.0,131.0
0.1481,2.2222,6.2593,0.1481,1.037,1.9259,1.8889,1.2222
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
20.0,7.0,10.0,37.0,16.0,29.0,55.0,57.0
37.0,16.0,41.0,42.0,18.0,65.0,116.0,123.0
20.0,15.0,32.0,48.0,24.0,56.0,89.0,104.0
46.0,11.0,25.0,65.0,22.0,60.0,117.0,127.0
70.0,10.0,31.0,48.0,22.0,61.0,136.0,140.0
34.0,12.0,33.0,74.0,14.0,54.0,107.0,123.0
22.0,13.0,26.0,48.0,18.0,35.0,77.0,86.0
34.0,16.0,26.0,58.0,26.0,82.0,137.0,134.0
26.0,16.0,36.0,67.0,28.0,84.0,132.0,128.0
64.0,16.0,34.0,41.0,20.0,60.0,111.0,111.0
32.0,22.0,32.0,69.0,22.0,65.0,128.0,160.0
24.0,13.0,29.0,47.0,20.0,63.0,131.0,129.0
30.0,8.0,42.0,89.0,22.0,72.0,117.0,132.0
11.0,18.0,23.0,15.0,3.0,50.0,42.0,65.0
18.0,27.0,42.0,12.0,4.0,52.0,52.0,76.0
14.0,40.0,42.0,24.0,4.0,52.0,58.0,71.0
22.0,39.0,52.0,14.0,4.0,47.0,57.0,76.0
12.0,42.0,47.0,26.0,14.0,64.0,52.0,79.0
18.0,31.0,54.0,14.0,4.0,34.0,52.0,69.0
16.0,34.0,41.0,18.0,2.0,48.0,47.0,70.0
16.0,35.0,41.0,26.0,10.0,59.0,62.0,102.0
18.0,32.0,42.0,12.0,2.0,38.0,38.0,55.0
14.0,35.0,39.0,22.0,2.0,50.0,52.0,60.0
20.0,36.0,42.0,20.0,8.0,37.0,48.0,77.0
8.0,51.0,48.0,24.0,2.0,66.0,65.0,75.0
25.0,42.0,46.0,20.0,2.0,44.0,60.0,66.0
6.0,39.0,48.0,24.0,8.0,43.0,55.0,70.0
14.0,34.0,45.0,28.0,4.0,48.0,74.0,72.0
18.0,27.0,59.0,26.0,2.0,56.0,52.0,85.0
14.0,35.0,54.0,26.0,6.0,57.0,60.0,74.0
14.0,32.0,45.0,32.0,2.0,49.0,63.0,68.0
14.0,32.0,70.0,24.0,4.0,47.0,43.0,59.0
10.0,46.0,48.0,22.0,2.0,55.0,52.0,67.0
8.0,32.0,44.0,22.0,4.0,38.0,46.0,54.0
10.0,36.0,42.0,24.0,2.0,46.0,56.0,53.0
20.0,35.0,44.0,22.0,4.0,53.0,54.0,60.0
30.0,34.0,49.0,30.0,19.0,53.0,65.0,70.0
12.0,38.0,63.0,22.0,2.0,51.0,51.0,64.0
0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
21.0,14.0,28.0,10.0,2.0,35.0,40.0,47.0
14.0,46.0,45.0,22.0,8.0,44.0,51.0,77.0
6.0,42.0,52.0,34.0,2.0,41.0,56.0,55.0
125.0,33.0,44.0,32.0,2.0,46.0,65.0,59.0
15.0,38.0,46.0,16.0,5.0,41.0,42.0,54.0
6.0,35.0,37.0,26.0,2.0,40.0,53.0,49.0
12.0,30.0,37.0,18.0,0.0,36.0,44.0,50.0
7.0,30.0,53.0,24.0,6.0,44.0,45.0,67.0
9.0,29.0,55.0,24.0,2.0,40.0,50.0,58.0
8.0,42.0,63.0,22.0,2.0,43.0,51.0,46.0
239.0,33.0,62.0,26.0,2.0,54.0,59.0,63.0
10.0,33.0,52.0,16.0,2.0,43.0,65.0,62.0
50.0,31.0,56.0,28.0,4.0,38.0,63.0,79.0
25.0,20.0,5.0,32.0,16.0,70.0,64.0,101.0
43.0,36.0,0.0,70.0,6.0,92.0,97.0,141.0
20.0,34.0,0.0,28.0,13.0,95.0,73.0,129.0
43.0,46.0,0.0,40.0,2.0,94.0,104.0,172.0
34.0,34.0,0.0,62.0,16.0,99.0,92.0,183.0
32.0,40.0,0.0,46.0,6.0,107.0,116.0,165.0
35.0,36.0,0.0,54.0,4.0,86.0,119.0,155.0
42.0,58.0,0.0,46.0,4.0,116.0,127.0,136.0
38.0,48.0,0.0,36.0,8.0,107.0,106.0,111.0
22.0,48.0,0.0,28.0,21.0,102.0,80.0,98.0
34.0,43.0,0.0,49.0,8.0,114.0,102.0,129.0
54.0,45.0,0.0,46.0,14.0,126.0,127.0,152.0
33.0,77.0,0.0,40.0,8.0,108.0,74.0,114.0
36.0,46.0,0.0,40.0,9.0,106.0,97.0,147.0
44.0,56.0,0.0,44.0,16.0,121.0,102.0,129.0
